1.496e+011,0
1.49578e+011,2.57358e+009
1.49511e+011,5.14639e+009
1.49401e+011,7.71768e+009
1.49246e+011,1.02867e+010
1.49047e+011,1.28527e+010
1.48804e+011,1.54148e+010
1.48517e+011,1.79724e+010
1.48185e+011,2.05247e+010
1.4781e+011,2.30709e+010
1.47392e+011,2.56103e+010
1.46929e+011,2.81421e+010
1.46423e+011,3.06655e+010
1.45874e+011,3.31799e+010
1.45282e+011,3.56845e+010
1.44646e+011,3.81785e+010
1.43968e+011,4.06612e+010
1.43247e+011,4.31319e+010
1.42484e+011,4.55898e+010
1.41679e+011,4.80342e+010
1.40831e+011,5.04644e+010
1.39942e+011,5.28797e+010
1.39012e+011,5.52793e+010
1.38041e+011,5.76625e+010
1.37028e+011,6.00287e+010
1.35975e+011,6.23771e+010
1.34882e+011,6.47071e+010
1.33749e+011,6.70179e+010
1.32576e+011,6.93089e+010
1.31364e+011,7.15793e+010
1.30113e+011,7.38286e+010
1.28824e+011,7.6056e+010
1.27497e+011,7.82609e+010
1.26131e+011,8.04427e+010
1.24729e+011,8.26006e+010
1.23289e+011,8.47341e+010
1.21814e+011,8.68425e+010
1.20302e+011,8.89252e+010
1.18754e+011,9.09816e+010
1.17171e+011,9.30111e+010
1.15554e+011,9.5013e+010
1.13902e+011,9.69868e+010
1.12217e+011,9.8932e+010
1.10498e+011,1.00848e+011
1.08747e+011,1.02734e+011
1.06964e+011,1.04589e+011
1.05149e+011,1.06414e+011
1.03302e+011,1.08207e+011
1.01426e+011,1.09968e+011
9.95188e+010,1.11697e+011
9.75826e+010,1.13392e+011
9.56174e+010,1.15054e+011
9.3624e+010,1.16682e+011
9.16028e+010,1.18275e+011
8.95546e+010,1.19834e+011
8.74798e+010,1.21357e+011
8.53792e+010,1.22844e+011
8.32533e+010,1.24294e+011
8.11027e+010,1.25708e+011
7.89281e+010,1.27085e+011
7.67302e+010,1.28424e+011
7.45096e+010,1.29725e+011
7.22669e+010,1.30987e+011
7.00028e+010,1.32211e+011
6.7718e+010,1.33396e+011
6.54132e+010,1.34541e+011
6.3089e+010,1.35646e+011
6.07461e+010,1.36712e+011
5.83853e+010,1.37736e+011
5.60072e+010,1.3872e+011
5.36125e+010,1.39663e+011
5.12019e+010,1.40565e+011
4.87762e+010,1.41425e+011
4.6336e+010,1.42243e+011
4.38821e+010,1.43019e+011
4.14153e+010,1.43753e+011
3.89361e+010,1.44444e+011
3.64455e+010,1.45093e+011
3.39441e+010,1.45698e+011
3.14326e+010,1.46261e+011
2.89118e+010,1.4678e+011
2.63825e+010,1.47255e+011
2.38453e+010,1.47687e+011
2.13011e+010,1.48076e+011
1.87506e+010,1.4842e+011
1.61946e+010,1.48721e+011
1.36337e+010,1.48977e+011
1.10688e+010,1.4919e+011
8.50068e+009,1.49358e+011
5.93e+009,1.49482e+011
3.35757e+009,1.49562e+011
7.84149e+008,1.49598e+011
-1.78951e+009,1.49589e+011
-4.36264e+009,1.49536e+011
-6.93447e+009,1.49439e+011
-9.50425e+009,1.49298e+011
-1.20712e+010,1.49112e+011
-1.46346e+010,1.48882e+011
-1.71937e+010,1.48609e+011
-1.97477e+010,1.48291e+011
-2.22958e+010,1.47929e+011
-2.48373e+010,1.47524e+011
-2.73715e+010,1.47075e+011
-2.98976e+010,1.46582e+011
-3.24148e+010,1.46046e+011
-3.49225e+010,1.45467e+011
-3.74198e+010,1.44844e+011
-3.9906e+010,1.44179e+011
-4.23804e+010,1.43471e+011
-4.48423e+010,1.42721e+011
-4.72909e+010,1.41929e+011
-4.97255e+010,1.41094e+011
-5.21454e+010,1.40218e+011
-5.45499e+010,1.393e+011
-5.69382e+010,1.38341e+011
-5.93096e+010,1.37341e+011
-6.16635e+010,1.363e+011
-6.39992e+010,1.35219e+011
-6.63159e+010,1.34098e+011
-6.8613e+010,1.32938e+011
-7.08898e+010,1.31738e+011
-7.31456e+010,1.30499e+011
-7.53797e+010,1.29221e+011
-7.75916e+010,1.27905e+011
-7.97804e+010,1.26551e+011
-8.19457e+010,1.2516e+011
-8.40867e+010,1.23732e+011
-8.62028e+010,1.22267e+011
-8.82934e+010,1.20766e+011
-9.03579e+010,1.19229e+011
-9.23956e+010,1.17657e+011
-9.4406e+010,1.1605e+011
-9.63885e+010,1.14409e+011
-9.83424e+010,1.12734e+011
-1.00267e+011,1.11025e+011
-1.02162e+011,1.09284e+011
-1.04027e+011,1.0751e+011
-1.05861e+011,1.05705e+011
-1.07664e+011,1.03868e+011
-1.09435e+011,1.02001e+011
-1.11174e+011,1.00103e+011
-1.12879e+011,9.81756e+010
-1.14551e+011,9.62192e+010
-1.1619e+011,9.42343e+010
-1.17794e+011,9.22215e+010
-1.19363e+011,9.01815e+010
