0,0
86400,-1.30543e+033
172800,-5.22136e+033
259200,-1.17468e+034
345600,-2.08799e+034
432000,-3.26184e+034
518400,-4.6959e+034
604800,-6.38981e+034
691200,-8.3431e+034
777600,-1.05553e+035
864000,-1.30257e+035
950400,-1.57538e+035
1.0368e+006,-1.87388e+035
1.1232e+006,-2.19798e+035
1.2096e+006,-2.54762e+035
1.296e+006,-2.92268e+035
1.3824e+006,-3.32308e+035
1.4688e+006,-3.7487e+035
1.5552e+006,-4.19944e+035
1.6416e+006,-4.67517e+035
1.728e+006,-5.17577e+035
1.8144e+006,-5.7011e+035
1.9008e+006,-6.25102e+035
1.9872e+006,-6.8254e+035
2.0736e+006,-7.42406e+035
2.16e+006,-8.04687e+035
2.2464e+006,-8.69365e+035
2.3328e+006,-9.36422e+035
2.4192e+006,-1.00584e+036
2.5056e+006,-1.07761e+036
2.592e+006,-1.15169e+036
2.6784e+006,-1.22809e+036
2.7648e+006,-1.30676e+036
2.8512e+006,-1.3877e+036
2.9376e+006,-1.47089e+036
3.024e+006,-1.55629e+036
3.1104e+006,-1.64389e+036
3.1968e+006,-1.73367e+036
3.2832e+006,-1.82559e+036
3.3696e+006,-1.91964e+036
3.456e+006,-2.01579e+036
3.5424e+006,-2.11402e+036
3.6288e+006,-2.21429e+036
3.7152e+006,-2.31659e+036
3.8016e+006,-2.42088e+036
3.888e+006,-2.52715e+036
3.9744e+006,-2.63534e+036
4.0608e+006,-2.74545e+036
4.1472e+006,-2.85745e+036
4.2336e+006,-2.97129e+036
4.32e+006,-3.08695e+036
4.4064e+006,-3.20441e+036
4.4928e+006,-3.32362e+036
4.5792e+006,-3.44456e+036
4.6656e+006,-3.56719e+036
4.752e+006,-3.69149e+036
4.8384e+006,-3.81742e+036
4.9248e+006,-3.94494e+036
5.0112e+006,-4.07403e+036
5.0976e+006,-4.20464e+036
5.184e+006,-4.33675e+036
5.2704e+006,-4.47031e+036
5.3568e+006,-4.6053e+036
5.4432e+006,-4.74167e+036
5.5296e+006,-4.87939e+036
5.616e+006,-5.01843e+036
5.7024e+006,-5.15874e+036
5.7888e+006,-5.30029e+036
5.8752e+006,-5.44304e+036
5.9616e+006,-5.58696e+036
6.048e+006,-5.73201e+036
6.1344e+006,-5.87814e+036
6.2208e+006,-6.02531e+036
6.3072e+006,-6.1735e+036
6.3936e+006,-6.32266e+036
6.48e+006,-6.47274e+036
6.5664e+006,-6.62372e+036
6.6528e+006,-6.77555e+036
6.7392e+006,-6.92819e+036
6.8256e+006,-7.0816e+036
6.912e+006,-7.23573e+036
6.9984e+006,-7.39056e+036
7.0848e+006,-7.54603e+036
7.1712e+006,-7.70211e+036
7.2576e+006,-7.85875e+036
7.344e+006,-8.01592e+036
7.4304e+006,-8.17356e+036
7.5168e+006,-8.33165e+036
7.6032e+006,-8.49014e+036
7.6896e+006,-8.64898e+036
7.776e+006,-8.80814e+036
7.8624e+006,-8.96757e+036
7.9488e+006,-9.12723e+036
8.0352e+006,-9.28708e+036
8.1216e+006,-9.44708e+036
8.208e+006,-9.60718e+036
8.2944e+006,-9.76735e+036
8.3808e+006,-9.92754e+036
8.4672e+006,-1.00877e+037
8.5536e+006,-1.02478e+037
8.64e+006,-1.04078e+037
8.7264e+006,-1.05677e+037
