0,-2.64959e+033,-2.53017e-098
86400,-2.64802e+033,-2.53017e-098
172800,-2.64646e+033,-2.53017e-098
259200,-2.64489e+033,-2.53017e-098
345600,-2.64332e+033,-2.53017e-098
432000,-2.64176e+033,-2.53017e-098
518400,-2.64019e+033,-2.53017e-098
604800,-2.63863e+033,-2.53017e-098
691200,-2.63706e+033,-2.53017e-098
777600,-2.6355e+033,-2.53017e-098
864000,-2.63394e+033,-2.53017e-098
950400,-2.63237e+033,-2.53017e-098
1.0368e+006,-2.63081e+033,-2.53017e-098
1.1232e+006,-2.62925e+033,-2.53017e-098
1.2096e+006,-2.62769e+033,-2.53017e-098
1.296e+006,-2.62613e+033,-2.53017e-098
1.3824e+006,-2.62457e+033,-2.53017e-098
1.4688e+006,-2.62301e+033,-2.53017e-098
1.5552e+006,-2.62146e+033,-2.53017e-098
1.6416e+006,-2.6199e+033,-2.53017e-098
1.728e+006,-2.61834e+033,-2.53017e-098
1.8144e+006,-2.61679e+033,-2.53017e-098
1.9008e+006,-2.61523e+033,-2.53017e-098
1.9872e+006,-2.61368e+033,-2.53017e-098
2.0736e+006,-2.61213e+033,-2.53017e-098
2.16e+006,-2.61057e+033,-2.53017e-098
2.2464e+006,-2.60902e+033,-2.53017e-098
2.3328e+006,-2.60747e+033,-2.53017e-098
2.4192e+006,-2.60592e+033,-2.53017e-098
2.5056e+006,-2.60437e+033,-2.53017e-098
2.592e+006,-2.60282e+033,-2.53017e-098
2.6784e+006,-2.60128e+033,-2.53017e-098
2.7648e+006,-2.59973e+033,-2.53017e-098
2.8512e+006,-2.59819e+033,-2.53017e-098
2.9376e+006,-2.59664e+033,-2.53017e-098
3.024e+006,-2.5951e+033,-2.53017e-098
3.1104e+006,-2.59356e+033,-2.53017e-098
3.1968e+006,-2.59202e+033,-2.53017e-098
3.2832e+006,-2.59048e+033,-2.53017e-098
3.3696e+006,-2.58894e+033,-2.53017e-098
3.456e+006,-2.5874e+033,-2.53017e-098
3.5424e+006,-2.58586e+033,-2.53017e-098
3.6288e+006,-2.58433e+033,-2.53017e-098
3.7152e+006,-2.58279e+033,-2.53017e-098
3.8016e+006,-2.58126e+033,-2.53017e-098
3.888e+006,-2.57973e+033,-2.53017e-098
3.9744e+006,-2.5782e+033,-2.53017e-098
4.0608e+006,-2.57667e+033,-2.53017e-098
4.1472e+006,-2.57515e+033,-2.53017e-098
4.2336e+006,-2.57362e+033,-2.53017e-098
4.32e+006,-2.5721e+033,-2.53017e-098
4.4064e+006,-2.57058e+033,-2.53017e-098
